algorithm,run_id,max_fitness,execution_time,score,converged,generations,timeout_reached
,convergence_threshold,crossover_rate,max_iters,mem_size,mutation_rate,pop_size
SGA,0,0.015100,2.286513,0.006604,false,1000,false,0.95,0.75,1000,160,0.001,50
SGA,1,0.007419,2.335795,0.003176,false,1000,false,0.95,0.75,1000,160,0.001,50
SGA,2,0.006682,2.365192,0.002825,false,1000,false,0.95,0.75,1000,160,0.001,50
SGA,3,0.014192,2.341314,0.006062,false,1000,false,0.95,0.75,1000,160,0.001,50
SGA,4,0.001863,2.416664,0.000771,false,1000,false,0.95,0.75,1000,160,0.001,50
SGA,0,0.001007,2.371916,0.000425,false,1000,false,0.95,0.75,1000,160,0.05,50
SGA,1,0.000802,2.341783,0.000342,false,1000,false,0.95,0.75,1000,160,0.05,50
SGA,2,0.000926,2.356999,0.000393,false,1000,false,0.95,0.75,1000,160,0.05,50
SGA,3,0.001099,2.363025,0.000465,false,1000,false,0.95,0.75,1000,160,0.05,50
SGA,4,0.001248,2.363393,0.000528,false,1000,false,0.95,0.75,1000,160,0.05,50
SGA,0,0.000306,2.338460,0.000131,false,1000,false,0.95,0.75,1000,160,0.1,50
SGA,1,0.000314,2.342279,0.000134,false,1000,false,0.95,0.75,1000,160,0.1,50
SGA,2,0.000640,2.338435,0.000274,false,1000,false,0.95,0.75,1000,160,0.1,50
SGA,3,0.000840,2.334736,0.000360,false,1000,false,0.95,0.75,1000,160,0.1,50
SGA,4,0.000238,2.288996,0.000104,false,1000,false,0.95,0.75,1000,160,0.1,50
SGA,0,0.000188,2.298095,0.000082,false,1000,false,0.95,0.75,1000,160,0.15,50
SGA,1,0.000177,2.346206,0.000076,false,1000,false,0.95,0.75,1000,160,0.15,50
SGA,2,0.000036,2.340388,0.000015,false,1000,false,0.95,0.75,1000,160,0.15,50
SGA,3,0.000166,2.342383,0.000071,false,1000,false,0.95,0.75,1000,160,0.15,50
SGA,4,0.000199,2.330059,0.000085,false,1000,false,0.95,0.75,1000,160,0.15,50
SGA,0,0.000097,2.288768,0.000042,false,1000,false,0.95,0.75,1000,160,0.2,50
SGA,1,0.000414,2.286400,0.000181,false,1000,false,0.95,0.75,1000,160,0.2,50
SGA,2,0.000365,2.406023,0.000152,false,1000,false,0.95,0.75,1000,160,0.2,50
SGA,3,0.000121,2.406941,0.000050,false,1000,false,0.95,0.75,1000,160,0.2,50
SGA,4,0.000163,2.366190,0.000069,false,1000,false,0.95,0.75,1000,160,0.2,50
SGA,0,0.013599,7.462083,0.001822,false,1000,false,0.95,0.75,1000,160,0.001,162
SGA,1,0.024067,7.637956,0.003151,false,1000,false,0.95,0.75,1000,160,0.001,162
SGA,2,0.027253,7.632260,0.003571,false,1000,false,0.95,0.75,1000,160,0.001,162
SGA,3,0.040008,7.622555,0.005249,false,1000,false,0.95,0.75,1000,160,0.001,162
SGA,4,0.027848,7.493359,0.003716,false,1000,false,0.95,0.75,1000,160,0.001,162
SGA,0,0.003971,7.502884,0.000529,false,1000,false,0.95,0.75,1000,160,0.05,162
SGA,1,0.001782,7.519994,0.000237,false,1000,false,0.95,0.75,1000,160,0.05,162
SGA,2,0.001141,7.713983,0.000148,false,1000,false,0.95,0.75,1000,160,0.05,162
SGA,3,0.000915,7.744525,0.000118,false,1000,false,0.95,0.75,1000,160,0.05,162
SGA,4,0.001158,7.722494,0.000150,false,1000,false,0.95,0.75,1000,160,0.05,162
SGA,0,0.000513,7.984593,0.000064,false,1000,false,0.95,0.75,1000,160,0.1,162
SGA,1,0.000259,8.115701,0.000032,false,1000,false,0.95,0.75,1000,160,0.1,162
SGA,2,0.000367,7.829177,0.000047,false,1000,false,0.95,0.75,1000,160,0.1,162
SGA,3,0.000311,7.902566,0.000039,false,1000,false,0.95,0.75,1000,160,0.1,162
SGA,4,0.000802,7.737993,0.000104,false,1000,false,0.95,0.75,1000,160,0.1,162
SGA,0,0.000349,7.775600,0.000045,false,1000,false,0.95,0.75,1000,160,0.15,162
SGA,1,0.000152,7.823944,0.000019,false,1000,false,0.95,0.75,1000,160,0.15,162
SGA,2,0.000677,7.860907,0.000086,false,1000,false,0.95,0.75,1000,160,0.15,162
SGA,3,0.000427,7.801265,0.000055,false,1000,false,0.95,0.75,1000,160,0.15,162
SGA,4,0.000154,7.932212,0.000019,false,1000,false,0.95,0.75,1000,160,0.15,162
SGA,0,0.000275,7.786613,0.000035,false,1000,false,0.95,0.75,1000,160,0.2,162
SGA,1,0.000121,7.567736,0.000016,false,1000,false,0.95,0.75,1000,160,0.2,162
SGA,2,0.000055,8.025496,0.000007,false,1000,false,0.95,0.75,1000,160,0.2,162
SGA,3,0.000261,8.487686,0.000031,false,1000,false,0.95,0.75,1000,160,0.2,162
SGA,4,0.000109,8.223718,0.000013,false,1000,false,0.95,0.75,1000,160,0.2,162
SGA,0,0.024141,13.656462,0.001768,false,1000,false,0.95,0.75,1000,160,0.001,275
SGA,1,0.027407,13.042864,0.002101,false,1000,false,0.95,0.75,1000,160,0.001,275
SGA,2,0.013697,13.404993,0.001022,false,1000,false,0.95,0.75,1000,160,0.001,275
SGA,3,0.025415,13.331466,0.001906,false,1000,false,0.95,0.75,1000,160,0.001,275
SGA,4,0.030298,13.416695,0.002258,false,1000,false,0.95,0.75,1000,160,0.001,275
SGA,0,0.005815,13.975045,0.000416,false,1000,false,0.95,0.75,1000,160,0.05,275
SGA,1,0.002384,13.435740,0.000177,false,1000,false,0.95,0.75,1000,160,0.05,275
SGA,2,0.001679,13.368902,0.000126,false,1000,false,0.95,0.75,1000,160,0.05,275
SGA,3,0.002913,13.710467,0.000212,false,1000,false,0.95,0.75,1000,160,0.05,275
SGA,4,0.004137,14.192448,0.000291,false,1000,false,0.95,0.75,1000,160,0.05,275
SGA,0,0.000648,14.221868,0.000046,false,1000,false,0.95,0.75,1000,160,0.1,275
SGA,1,0.000764,13.560433,0.000056,false,1000,false,0.95,0.75,1000,160,0.1,275
SGA,2,0.000307,13.430767,0.000023,false,1000,false,0.95,0.75,1000,160,0.1,275
SGA,3,0.000633,12.988721,0.000049,false,1000,false,0.95,0.75,1000,160,0.1,275
SGA,4,0.000765,13.214070,0.000058,false,1000,false,0.95,0.75,1000,160,0.1,275
SGA,0,0.000512,13.160437,0.000039,false,1000,false,0.95,0.75,1000,160,0.15,275
SGA,1,0.000226,13.356368,0.000017,false,1000,false,0.95,0.75,1000,160,0.15,275
SGA,2,0.000208,13.308329,0.000016,false,1000,false,0.95,0.75,1000,160,0.15,275
SGA,3,0.000393,13.545658,0.000029,false,1000,false,0.95,0.75,1000,160,0.15,275
SGA,4,0.000426,12.987234,0.000033,false,1000,false,0.95,0.75,1000,160,0.15,275
SGA,0,0.000172,13.735827,0.000012,false,1000,false,0.95,0.75,1000,160,0.2,275
SGA,1,0.000266,13.831169,0.000019,false,1000,false,0.95,0.75,1000,160,0.2,275
SGA,2,0.000133,13.926126,0.000010,false,1000,false,0.95,0.75,1000,160,0.2,275
SGA,3,0.000128,13.854772,0.000009,false,1000,false,0.95,0.75,1000,160,0.2,275
SGA,4,0.000283,12.796506,0.000022,false,1000,false,0.95,0.75,1000,160,0.2,275
SGA,0,0.078245,18.119499,0.004318,false,1000,false,0.95,0.75,1000,160,0.001,387
SGA,1,0.021656,18.317389,0.001182,false,1000,false,0.95,0.75,1000,160,0.001,387
SGA,2,0.130744,19.346191,0.006758,false,1000,false,0.95,0.75,1000,160,0.001,387
SGA,3,0.093660,19.433254,0.004820,false,1000,false,0.95,0.75,1000,160,0.001,387
SGA,4,0.012342,19.259486,0.000641,false,1000,false,0.95,0.75,1000,160,0.001,387
SGA,0,0.002082,18.612152,0.000112,false,1000,false,0.95,0.75,1000,160,0.05,387
SGA,1,0.002388,19.185413,0.000124,false,1000,false,0.95,0.75,1000,160,0.05,387
SGA,2,0.001465,19.084281,0.000077,false,1000,false,0.95,0.75,1000,160,0.05,387
SGA,3,0.001788,18.518690,0.000097,false,1000,false,0.95,0.75,1000,160,0.05,387
SGA,4,0.002358,18.539001,0.000127,false,1000,false,0.95,0.75,1000,160,0.05,387
SGA,0,0.000415,18.879717,0.000022,false,1000,false,0.95,0.75,1000,160,0.1,387
